newsid,newspaper,title,link,comment,likeit,content,date,category
0003782403,아시아경제,"與, '모바일 투표' 도입 찬반 갈려…논리싸움 팽팽",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=277&aid=0003782403,0,0,"[아시아경제 김보경 기자] 새누리당이 8 ·9전당대회에 모바일 투표를 도입하느냐 여부를 놓고 첨예하게 대립하고 있다.  당은 6일 국회에서 의원총회를 열고 혁신비대위가 보고한 지도체제 개편안과 전당대회 규칙 등을 놓고 열띤 토론을 펼치고 있다. 첫 안건은 모바일 투표 도입 문제로, 친박(친박근혜)계 의원들을 중심으로 반대 의견이 나오고 있다.    김태흠 의원은 의총 도중 기자들과 만나 ""당의 갈등을 해소시키고 화합시키기 어려운 상황 속에서 한 번도 경험하고 치러보지 않은 제도를 도입한다는 것은 큰 문제""라고 지적했다. 이어 ""나이 드신 분들은 사용할 수 있는 기술능력을 모르는 상황 속에서 젊은 사람들에게만 기회를 준다는 것은 기회균등적인 측면에서 문제가 있다""고 덧붙였다. 이완영 의원도 모바일 투표에 대해 ""비대위의 편의적 발상""이라며 ""단순 투표율 제고를 위해 갑자기 적용하는 건 자기반성 없는 기계적인 생각""이라는 내용의 발언을 한 것으로 전해졌다. 그러나 권성동 의원은 ""당원들 대다수가 투표를 해야 우리 당에 대한 관심을 높일 수 있다""며 ""모바일 투표의 장점이 단점을 상쇄하고도 남는다. 투표율 제고를 위해 모바일 투표를 찬성했다""고 밝혔다.비박계인 이혜훈 의원도 모바일 투표 도입 반대 의견과 관련해 ""현장선거 하거나 모바일로 하거나 옵션을 주는데, 이치에 안 닿는 반대 논리""라고 반박했다. 그는 ""본인이 모바일로 투표하고 싶으면 하고 현장에 나오고 싶으면 나오라는데 무슨 평등 선거에 어긋나나""라고 재차 강조했다.모바일 사전투표는 전대 당일 투표소에 가지 못할 경우 본인 확인 후 온라인상에서 투표에 참여할 수 있게 한 제도다. 비용은 절감되고 투표율은 끌어올릴 수 있지만 젊은층의 투표 참여를 독려하면서 보수성향이 강한 친박계에 불리하다는 분석이다. 김보경 기자 bkly477@asiae.co.kr▶ 최강의 재미 [아시아경제 카드뉴스]▶ 이야기가 있는 레시피 ▶ 양낙규의 [군사이야기]<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>",2016-01-01,0
0008524144,연합뉴스,"평통 사무처장, 반년만에 돌연사퇴…후임에 권태오(종합)",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0008524144,0,0," [연합뉴스자료사진]배정호 전 처장, '일신상 사유' 들어 갑작스레 사퇴19년 만에 軍출신 임명…수도군단장 지낸 예비역 중장    (서울=연합뉴스) 정윤섭 김호준 기자 = 박근혜 대통령은 6일 차관급 정무직인 민주평화통일자문회의 사무처장에 권태오(60·서울) 예비역 육군 중장을 임명했다고 청와대가 밝혔다.    1997년 합참의장 출신의 정호근 사무총장(당시 장관급) 임명 이후 군 출신 인사가 민주평통 사무처장에 앉은 것은 19년 만에 처음이다.    권 신임 사무처장은 육군 3사관학교 13기로 임관해 38년간 군에서 복무하면서 국방부 동원기획관, 한미연합사령부 부참모장, 수도군단장, 육군 제2작전사령부 부사령관 등 주요 보직을 역임했다.     박근혜 대통령이 참석한 2013년 건군 65주년 국군의 날 기념식에서는 제병지휘관을 맡았고, 전역 이후 탈북자 관련 단체인 북한민주화위원회 자문위원으로 활동했다.    권 사무처장은 중·고등학교 검정고시를 거쳐 경북대 역사학과를 졸업했다.    김성우 홍보수석은 브리핑에서 ""권 사무처장은 북한민주화위원회 자문위원으로서 통일 방향과 북한 민주화 운동에 대한 자문 활동을 수행해왔다""며 ""강직한 성품에 안보와 통일분야에 대한 풍부한 경험과 식견을 보유하고 있어 사무처장직을 잘 수행할 것으로 기대된다""고 말했다.    한편, 배정호 전임 처장은 지난 1월 임명된 지 6개월 만에 일신상의 사유를 들어 갑작스레 사의를 표명한 것으로 알려졌다.     관가에서는 민주평통 사무처장을 교체할 만한 특별한 사유가 없었던 만큼 업무수행 과정에서 공개하지 못할 사정이 생겨 사의를 표명한 것 아니냐는 추측만 나오고 있다.    이에 대해 정부의 한 관계자는 ""개인적 사유 외에 더 아는게 없다""고 말했다.    jamin74@yna.co.kr▶ [핫클릭] '이부진과 이혼소송' 임우재, 재산분할 1조2천억 청구▶ [핫클릭] 임산부 배려석 앉은 남성 사진 찍어 공개…경찰 수사▶ [핫영상] 패션에 떨어진 '핵폭탄'…비키니 탄생 70주년<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-01-01,0
0002986328,동아일보,"유승민-윤상현, 새누리당 의총서 '복당 신고식'",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=020&aid=0002986328,1,0,"[동아일보]20대 총선 직전 탈당해 무소속으로 당선된 뒤 최근 복당한 새누리당 유승민 윤상현 의원 등 7명이 6일 새누리당 의원총회에서 ‘복당 신고식’을 했다.   이날 유 의원은 허리 숙여 인사한 뒤 “화합과 개혁, 두 가지만 얘기하겠다”며 “과거를 두고 싸우지 않았으면 좋겠다”고 말문을 열었다. 이어 “아픈 기억에 매달려 싸우고 갈등과 분열로 가면 당에 아무런 희망이 없다. 저부터 약속을 꼭 실천하겠다”고 화합을 강조했다. 그러나 당 개혁에 대해선 “우리 당이 이대로는 안 된다는 게 이번 총선에서 확인된 민심”이라며 “계파 갈등에서 벗어나 어떤 미래로 나아갈 것인지를 두고 건전한 경쟁을 하면 계파 갈등을 할 이유가 없다”고 지적했다.   유 의원이 짧은 인사말을 마치자 일부 친박(친박근혜)계 의원들은 불편한 표정을 지으며 박수도 치지 않았다. 유 의원은 의원들과 악수한 뒤 의총장 맨 뒷줄에 앉아있던 나경원 김세연 이종구 의원 등과 나란히 앉아 나머지 복당 의원의 인사말을 경청했다. ‘욕설 파문’으로 탈당했던 윤 의원은 “저의 불민함으로 인해 여러 걱정과 우려를 끼쳐드린 점 진심으로 송구스럽게 생각한다”며 “제구포신(除舊布新·묵은 것을 제거하고 새로운 것을 펼쳐 낸다)의 심정으로 초심으로 돌아가 당의 화합과 발전, 정권 재창출을 위해 견마지로(犬馬之勞·윗사람을 위해 노력한다)를 다하겠다”고 머리를 숙였다.   일부 복당 의원들은 농담 섞인 인사말로 곳곳에서 웃음이 터지기도 했다. 4선에 성공한 주호영 의원은 “무소속으로 선거를 치러보니 힘들었지만 배울 게 있었다”며 “여러분도 기회가 있으면 무소속 해보라고 권장한다”고 농담을 했다. 이어 “한분 한분이 다 무소속으로 (선거를) 치른다는 마음으로 준비하면 당이 성공할 것”이라고 말했다.   장제원 의원도 “4년 반 만에 의총에 와보니 따뜻하고 좋다”며 “온실 속의 화초 정치인에서 들판의 정치인으로 성장하는 과정이라 생각하고 열심히 뛰었다”고 총선 당시 심경을 밝혔다.   이날 의총에 앞서 박명재 사무총장은 7명 복당 의원들에게 일일이 전화를 걸어 “복당 인사에서 당 갈등이 일어날 수 있는 발언은 최대한 자제해 달라”고 부탁한 것으로 전해졌다. 강경석기자 coolup@donga.com▶ 동아일보 단독 / 동아일보 공식 페이스북▶ 매일 업데이트 되는 무료인기만화, 빅툰ⓒ 동아일보 & donga.com, 무단 전재 및 재배포 금지",2016-01-01,0
0002152821,뉴스1,"더민주, 잇단 '의원 구설'에 울상…'민생TF'로 국면 전환될까",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0002152821,8,1,"6일 서울 여의도 국회에서 열린 4대 민생TF 중간점검 및 향후 계획발표 기자회견에서 김상희 더불어민주당 서민주거TF 단장이 발언을 하고 있다. 2016.7.6/뉴스1 © News1 허경 기자서영교·조응천 사건에 이어 표창원까지…돌파 가능할지 주목(서울=뉴스1) 조소영 기자,박승주 기자 = 더불어민주당이 자당 서영교·조응천·표창원 의원 등의 잇단 구설수로 어수선한 당내 분위기를 전환하고자 '민생TF' 가동을 본격화 하는 등 국면전환을 시도하고 나섰다.당장 6일부터 우상호 원내대표가 중심이 돼 '민생TF' 활동에 박차를 가하려는 움직임을 보이고 있는 가운데, 다만 세 사람의 '구설 파장'이 만만치 않아 국면 전환이 쉽지는 않을 것이란 관측이 나온다.우 원내대표는 이날 국회에서 Δ청년일자리 Δ서민주거 Δ가계부채 Δ사교육비 등 '4대 민생TF'에 대한 중간점검을 갖고 TF활동을 2단계로 옮기겠다고 밝혔다.2단계 활동은 '국민 속으로'라는 기치 아래 국민보고대회, 현장방문 등으로 1단계 활동에서 모아진 기초 자료들을 구체화하는 것이다. 3단계는 각 상임위원회를 통한 입법화다.앞서 더민주는 20대 총선 승리 이후 광주에서 워크숍을 갖고 청년일자리, 서민주거 등 다양한 분야의 민생TF를 꾸리면서 '민생만 보고 나아가겠다'는 뜻을 내비친 바 있다.그러면서 올해 5월말에서 6월초 사이 관련 TF를 여러 개 발족시켰으나, 서 의원의 '가족채용' 논란에 이어 최근 조 의원의 '허위폭로' 문제까지 불거지면서 '민생TF'는 뒷전으로 밀려나는 모양새가 됐다.그나마 더민주는 서 의원에 대해선 당무감사원을 통한 '중징계' 통보, 조 의원의 경우, 국회 법제사법위원회에서 문제가 된 '성추행범 오인' 발언에 대해 사과하는 등 나름대로 발빠르게 대응했다.이 때문에 더민주의 잇단 '의원 사고' 문제가 환기 국면에 접어드는가 싶었지만, 전날(5일) 국회 대정부질문에서 표 의원의 '외모지상주의' 발언이 논란이 되면서 다시 울상짓는 모습이다.표 의원은 당일(5일) 부산의 학교전담경찰관(스쿨폴리스)과 여고생이 성관계를 가진 사건에 대해 ""여학교에는 잘생긴 남자 경찰관, 남학교에는 예쁜 여자 경찰관을 배치하면서 예견됐던 사태""라고 언급했다.표 의원은 이날(6일) 한 라디오 프로그램에 출연해 이와 관련 ""표현 자체에 오해를 불러일으키게 한 점이 있었던 것 같다""고 사과하긴 했지만, 트위터에 ""앞으로도 거침없이 할 말은 한다""거나 언론을 향해 ""악의적 기사로 진실왜곡을 한다면 기레기""라고 다소 거친 발언을 내놓아 '논란의 불씨'가 여전한 상황이다.더민주는 서 의원 등 일련의 사건들과 '민생TF'는 완전히 분리해 대응한다는 방침이다.우 원내대표 측 관계자는 이날 뉴스1과의 통화에서 ""서 의원 사건 등과 TF와는 1%도 관련이 없다. 따로 가는 것""이라고 강조했다.국면 전환용이 아니냐는 지적에 대해 우 원내대표는 ""국면 전환 시도로 볼 수도 있겠지만, 예정된 원내 운영 전략을 진행하고 있는 것""이라고 담담하게 입장을 밝혔다.결과적으론 '민생TF'를 전면에 내세움으로써 일련의 사건들을 정면돌파하겠단 의지로 해석되는 가운데 당 안팎에선 이미 구설로 '민생TF'가 가려졌던 만큼 돌파가 가능할지 우려섞인 목소리가 나온다.다만 또 다른 한편에선 정쟁적 요소에 일일이 대응하지 않고 당이 갈 길을 가는 게 옳다는 의견도 나온다.cho11757@▶ 매일 업데이트 최신 만화 100% 무료[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2016-01-01,0
0008524140,연합뉴스,"육군 26사단, 11∼14일 양주·연천 일대서 기동훈련",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0008524140,0,0,"    (양주=연합뉴스) 김도윤 기자 = 육군 제26기계화보병사단은 오는 11∼14일 양주·동두천·연천·파주 일대에서 대규모 기동훈련을 한다고 6일 밝혔다.    훈련 기간 이들 지역의 주요 도로로 전차, 장갑차, 병력 등이 이동해 교통불편이 예상된다.    군 관계자는 ""주민 불편을 최소화하고 피해 발생 때 즉각 조치하고자 대민피해 통제반을 운영한다""며 ""불편·피해가 발생하면 신고(☎031-879-6993)해 달라""고 당부했다.    kyoon@yna.co.kr▶ [핫클릭] '이부진과 이혼소송' 임우재, 재산분할 1조2천억 청구▶ [핫클릭] 임산부 배려석 앉은 남성 사진 찍어 공개…경찰 수사▶ [핫영상] 패션에 떨어진 '핵폭탄'…비키니 탄생 70주년<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-01-01,0
0000916060,국민일보,"軍 ""北 DMZ 지뢰 4천발 이상 매설…예년의 2배 이상""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=005&aid=0000916060,0,0,"군 당국은 6일 북한의 임진강 상류 황강댐 방류 과정에서 목함지뢰가 우리 측으로 떠내려올 가능성에 대비하고 있다. 북한은 최근 2~3개월간 비무장지대(DMZ) 지뢰 매설량을 예년의 2배 수준으로 늘린 것으로 전해졌다.군 관계자는 ""황강댐 방류로 북측이 매설한 지뢰가 떠내려올 가능성이 있다""며 ""황강댐 방류 상황이 아직 종료되지 않은 만큼 비가 어느 정도 그친 뒤 해당 지역 부대에서 지뢰 탐지 활동을 하게 될 것""이라고 말했다.북한은 지난 2~3개월 동안 DMZ 여러 곳에 4000발 이상의 지뢰를 매설한 것으로 전해진다. 이 중 70% 정도는 목함지뢰로 알려졌다.북한군 목함지뢰는 가로 20~25㎝, 세로 9~10㎝, 높이 4~5㎝, 무게 400~450g의 나무 상자 안에 폭약 200g과 기폭장치 등이 들어 있다. 상자가 열리거나 1㎏의 작은 압력으로 눌려도 바로 폭발한다. 특히 나무로 만들어져 있어 금속탐지기로 탐지가 어렵고 물에 잘 뜬다.앞서 지난해 8월에는 DMZ 수색작전에 나섰던 하재헌, 김정원 하사가 북한군 목함지뢰 도발로 큰 부상을 입었다.김영석 기자 yskim@kmib.co.kr[미션라이프 홈페이지 바로가기]",2016-01-01,0
0003707372,머니투데이,[뷰300]조사대상 공방속 운용의 묘 발휘한 '가습기 특위',http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=008&aid=0003707372,0,0,"[머니투데이 김세관  기자] [[the300]법무부·검찰, 조사 대상서 일단 제외…필요 시 추가 선정키로] 우원식 국회 가습기살균제피해국조특위 위원장이 6일 서울 여의도 국회에서 열린 가습기살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사특별위원회 전체회의에서 인사말을 하고 있다. 사진=뉴스1.작은 틈이 커져 댐을 붕괴시키는 모습을 과거 수도 없이 봐 왔던 터라 우려가 적지 않았다. 그러나 20대 국회는 '이례적(?)'이게도 균열을 땜질하는 운용의 묘를 발휘했다. '여소야대' 덕분인지, 아니면 여야 이견이 크지 않은 사안이어서인지는 몰라도 출발은 말 그대로 '깔끔' 했다. 국회에서 6일 진행된 '가습기 살균제 사고 진상규명과 피해구제 및 재발방지 대책마련을 위한 국정조사(가습기 특위)' 전체회의에서 '국정조사 계획서'가 심의·의결된 과정에 대한 이야기다. 특위는 이날 △조사 범위 △조사 방법 △조사 대상(기업 및 국가 기관) △증인 및 참고인 선정 △조사 기간 등이 단김 계획서를 의결에 앞서 상정했었다. 대부분 여야가 이견 없이 합의를 했지만 단 하나의 사안이 합의되지 못해 긴장감이 감돌았다. 정부의 책임을 묻기 위한 국가 기관 조사 대상 선정이 그것.  국무조정실, 환경부, 보건복지부, 산업통상자원부, 기획재정부, 식품의약품안전처, 공정거래위원회, 국립환경과학원, 질병관리본부, 국가기술표준원, 한국환경산업기술원 등에 대한 조사는 여야 모두 동의했다. 그러나 법무부와 검찰에 대한 조사가 문제였다. 야3당은 2011년 관련 고발이 접수된 후 5년 만에 수사를 진행한 법무부와 검찰을 조사 대상에 포함시켜 책임을 물어야 한다는 주장이었지만 여당은 신중해야 한다는 입장을 고수했기 때문이다. 특위의 법무부와 검찰 조사를 둘러싼 여야 공방은 이날 전체회의가 열린 오후 1시 전까지도 이어졌었다. 자칫 작은 균열로 인한 의견 충돌로 시작부터 파행이 벌어질 수도 있었다. 그러나 우원식 위원장을 비롯한 특위 여야 위원들은 운용의 묘를 발휘해 이날 조사 계획서를 심의·의결, 본회의에서의 재석의원 만장일치 통과를 이끌어 냈다.우선 이날 통과되는 계획서에는 논란이 되고 있는 법무부와 검찰을 명시하지 않았다. 다만, 추후 필요할 때 여야 합의를 거쳐 조사 기관을 추가 선정할 수 있도록 했다. 표면적으로 법무부와 검찰을 국정조사 대상에 포함시키는 것이 부담스러운 여당의 손을 들어준 듯 하다. 그러면서도 상황에 따라 법무부와 검찰을 조사할 수 있는 길을 열어 야당도 최소한의 수긍을 할 수 있도록 길을 터줬다.결국 조사 계획서는 이날 본회의뿐만 아니라 전체회의에서도 큰 충돌 없이 여야 의원들의 동의로 심의·의결 될 수 있었다. 물론 법무부와 검찰을 조사대상에 포함시키느냐 여부가 결론이 난 것이 아니라 추후 충돌 소지가 있다. 그러나 이날과 같은 여야의 유연성과 적극성이라면 앞으로 발생할 수 있는 이견에도 새로운 묘수를 들고 나와 중단 없는 국정조사를 진행할 수 있을 것으로 보인다.[이코노미스트들의 깊이있는 투자정보 'TOM칼럼'][부자들에게 배우는 성공 노하우 '줄리아 투자노트'  ][내 삶을 바꾸는 정치뉴스 'the 300'][오늘 나의 운세는? '머니투데이운세' ][아찔한 girl~ 레이싱모델 핫포토 ]김세관  기자 sone@mt.co.kr<저작권자 ⓒ '돈이 보이는 리얼타임 뉴스' 머니투데이, 무단전재 및 재배포 금지>",2016-01-01,0
0002152789,뉴스1,"김희옥, 국민안전처 방문…호우·지진 총력 대응 주문",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=421&aid=0002152789,1,0,"김희옥 새누리당 혁신비상대책위원장(왼쪽에서 세번째)이 6일 오전 서울 세종로 정부서울청사 국민안전처 중앙재난안전상황실을 방문해 박인용 국민안전처 장관과 인사를 나눈 후 상황실로 향하고 있다. 2016.7.6/뉴스1 © News1 이동원 기자(서울=뉴스1) 김영신 기자 = 김희옥 새누리당 혁신비상대책위원장이 6일 국민안전처를 방문해 여름철 재난피해에 대한 철저한 총력 대응을 당부했다.김 위원장은 이날 정부서울청사 국민안전처 중앙재난안전상황실을 찾아 집중 호우, 북한의 황강댐 방류, 제1호 태풍 '네파탁', 전날 울산에서 발생한 지진 등에 대한 상황 보고를 청취했다.김 위원장은 이 자리에서 ""국민의 걱정을 덜어드리기 위해서는 재난 예고와 대비체계를 보다 완벽하게 준비해야한다""며 ""국민안전저가 항상 비상사태라는 마음 가짐으로 미리미리 대비하고, 특히 인명 피해가 없도록 만반의 준비를 갖추는 총력 대응을 해달라""고 밝혔다고 김현아 대변인이 전했다.김 위원장은 또한 최근 재난구호물품에서 생리대가 제외됐다는 논란과 관련해 ""여성의 특수성이 있는 만큼 안정적으로 지원해야한다""고 당부했다.이에 박인용 국민안전처 장관은 ""생리대를 필수로 지급하는 개별구호물품으로 전환해 지급할 계획이었다""고 답했다.아울러 김 위원장은 우리나라에서도 발생 횟수가 늘고 있는 지진과 관련해 ""지진 발생시 주민들이 안전하게 대피할 수 있도록 하는 매뉴얼과 실효성 있는 대피 훈련, 중앙정부와 일선 지방자치단체 간 협조체제가 중요하다""고 강조했다.eriwhat@▶ 매일 업데이트 최신 만화 100% 무료[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]",2016-01-01,0
0003673818,파이낸셜뉴스,[특별인터뷰] 이준규 대사는.. 외무고시 12회 직업외교관,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=014&aid=0003673818,0,0,"在日동포사회 조율도 기대이준규 신임 주일대사는 외무고시 12회로 1978년 입부했다. 일본과는 대일본 통상업무 등을 담당하는 통상1과장, 주일본대사관 참사관을 지내고 게이오대 방문연구원으로 연수한 인연이 있다.2001년부터 2004년까지는 주중국 대사관 공사참사관 겸 총영사를 지내 중국 업무에도 식견이 있다. 이 시절 중국 정부와 유연한 소통을 통해 탈북자 국내송환 문제를 해결하는 데 무게감 있는 역할을 한 것으로 알려졌다.현 정부 들어 첫 직업외교관 출신 일본대사라는 점에서 정무와 경제, 영사분야 등에 두루 능력을 발휘할 것으로 기대를 모은다. 외교부 내에서는 친화력을 무기로 꼼꼼하게 일하는 스타일이란 평가를 받는다. 재외국민 문제를 담당하는 외교부 재외동포영사국장, 재외동포영사대사로 일한 이력도 있는 만큼 동포사회가 큰 일본 내에서 다양한 목소리를 조율하는 데도 전문성을 발휘할 것으로 예상된다.△62세 △충남 공주 △경기고.서울대 법대 △외시 12회 △주유엔 이등서기관 △통상1과장 △일본 게이오대 방문연구원 △주일본참사관 △장관보좌관 △주중국 공사참사관 △재외동포영사국장 △주뉴질랜드대사 △재외동포영사대사 △외교안보연구원장 △주인도대사김유진 기자▶ 시원하고 화끈하게 fn파스▶ 속보이는 연예뉴스 fn스타※ 저작권자 ⓒ  파이낸셜뉴스. 무단 전재-재배포 금지",2016-01-01,0
0008524091,연합뉴스,"국토부 ""北황강댐 방류량 많지 않은 듯…대비 만전""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=100&oid=001&aid=0008524091,6,1,"쏟아져 나오는 임진강물(연천=연합뉴스) 임병식 기자 = 북한 황강댐이 방류한 것으로 알려진 6일 경기도 연천군 군남홍수조절지에서 임진강 물이 하류로 쏟아져 나오고 있다. 2016.7.6andphotodo@yna.co.kr(끝) ""첫 방류 이후 방류량 늘렸을 가능성은 있어""    (세종=연합뉴스) 이재영 기자 = 국토교통부와 한국수자원공사는 북한이 임진강 상류 황강댐에서 방류한 물의 양이 ""많지 않은 수준""이라고 추정했다.     6일 국토부는 황강댐보다 약 42㎞ 하류에 있는 횡산수위국의 수위가 오후 4시 현재 1.83ｍ로 오전 10시(1.95ｍ)보다 떨어졌고 감소하는 추세라며 ""황강댐 방류량이 많지 않거나 적어도 초기 방류량은 많지 않은 수준으로 보인다""고 밝혔다.임진강 상류 수위 주시하는 군남댐    (연천=연합뉴스) 임병식 기자 = 북한 황강댐이 방류한 것으로 알려진 6일 경기도 연천군 군남홍수조절지에서 한국수자원공사 관계자들이 필승교 수위를 주시하고 있다. 2016.7.6    andphotodo@yna.co.kr    이런 추정은 북한이 오전 6시께부터 황강댐에서 방류를 시작했다는 군 당국의 발표를 토대로 '수리학적 홍수추적 시뮬레이션'을 해본 결과다.    시뮬레이션에 따르면 황강댐에서 초당 500t의 물이 오전 6시께 방류됐다면 약 9시간 후인 오후 3시께는 횡산수위국보다 11㎞ 하류인 군남홍수조절지(군남댐)까지 영향을 받았어야 한다.    하지만 오후 3시가 넘어서도 횡산수위국의 수위가 오르지 않고 오히려 떨어지자 황강댐 방류량이 초당 500t을 밑돈다고 본 것이다. 군남댐 수위도 오후 4시 기준 26.49ｍ로 오전 10시(26.7ｍ)보다 낮아졌다.    국토부 관계자는 ""오전 6시께 첫 방류 이후 황강댐 방류량이 늘어났을 가능성은 충분하다""면서 ""수자원공사와 만반의 대비태세를 유지하겠다""고 말했다.    jylee24@yna.co.kr▶ [핫클릭] '이부진과 이혼소송' 임우재, 재산분할 1조2천억 청구▶ [핫클릭] 임산부 배려석 앉은 남성 사진 찍어 공개…경찰 수사▶ [핫영상] 패션에 떨어진 '핵폭탄'…비키니 탄생 70주년<저작권자(c) 연합뉴스, 무단 전재-재배포 금지>",2016-01-01,0
